TC-BPM1:POS.PX,timestamp,TCBPM1X
TC-BPM1:POS.PX,1546418631.408251,-2.4257276406817723
TC-BPM1:POS.PX,1546418631.510241,-2.372606708633585
TC-BPM1:POS.PX,1546418631.612224,-1.7485938281204492
TC-BPM1:POS.PX,1546418631.714198,-1.9073688516758018
TC-BPM1:POS.PX,1546418631.816185,-2.1396707531321786
TC-BPM1:POS.PX,1546418631.918161,-2.4644718531338703
TC-BPM1:POS.PX,1546418632.020141,-2.9286571967850032
TC-BPM1:POS.PX,1546418632.122105,-2.1448425062306034
TC-BPM1:POS.PX,1546418632.224095,-2.611965035696847
TC-BPM1:POS.PX,1546418632.326089,-1.9243863036402962
TC-BPM1:POS.PX,1546418632.428082,-2.255336631261789
TC-BPM1:POS.PX,1546418632.530038,-2.098879088002291
TC-BPM1:POS.PX,1546418632.632011,-2.3382863490717685
TC-BPM1:POS.PX,1546418632.733986,-2.275722779285416
TC-BPM1:POS.PX,1546418632.835957,-2.350268820344457
TC-BPM1:POS.PX,1546418632.937993,-2.136136867532493
TC-BPM1:POS.PX,1546418633.039969,-2.239153535117998
TC-BPM1:POS.PX,1546418633.141883,-2.2440392141816106
TC-BPM1:POS.PX,1546418633.243848,-1.902618393585365
TC-BPM1:POS.PX,1546418633.345828,-2.191593241508434
TC-BPM1:POS.PX,1546418633.447836,-1.9754562304586347
TC-BPM1:POS.PX,1546418633.549783,-1.754819006613464
TC-BPM1:POS.PX,1546418633.651761,-2.278093391182993
TC-BPM1:POS.PX,1546418633.753733,-2.4623752607928395
TC-BPM1:POS.PX,1546418633.855738,-2.3070813833164987
TC-BPM1:POS.PX,1546418633.957711,-2.1885334102125897
TC-BPM1:POS.PX,1546418634.059691,-1.9220270711941954
TC-BPM1:POS.PX,1546418634.161665,-2.4281835557764984
TC-BPM1:POS.PX,1546418634.263648,-2.2198569955971923
TC-BPM1:POS.PX,1546418634.365624,-2.4727909980443643
TC-BPM1:POS.PX,1546418634.467599,-1.9776997623192354
TC-BPM1:POS.PX,1546418634.569556,-1.9171494633176098
TC-BPM1:POS.PX,1546418634.671536,-2.5901582818354383
TC-BPM1:POS.PX,1546418634.773515,-1.8985812738867767
TC-BPM1:POS.PX,1546418634.875579,-1.8622724568799875
TC-BPM1:POS.PX,1546418634.977492,-1.8518173385113064
TC-BPM1:POS.PX,1546418635.079471,-2.2616965095250623
TC-BPM1:POS.PX,1546418635.181433,-2.2816080482850176
TC-BPM1:POS.PX,1546418635.283417,-2.0498069803752257
TC-BPM1:POS.PX,1546418635.385383,-2.21869616803059
TC-BPM1:POS.PX,1546418635.487397,-2.277498670520625
TC-BPM1:POS.PX,1546418635.589339,-2.00678766027819
TC-BPM1:POS.PX,1546418635.691324,-2.342212886834294
TC-BPM1:POS.PX,1546418635.793307,-2.1833038190444993
TC-BPM1:POS.PX,1546418635.895282,-2.0226976736167805
TC-BPM1:POS.PX,1546418635.997253,-2.2299440537288366
TC-BPM1:POS.PX,1546418636.09923,-2.01333824843495
TC-BPM1:POS.PX,1546418636.200224,-1.800337427404796
TC-BPM1:POS.PX,1546418636.302185,-2.2361985806949787
TC-BPM1:POS.PX,1546418636.404178,-2.0677145711940708
TC-BPM1:POS.PX,1546418636.506163,-2.335165845108742
TC-BPM1:POS.PX,1546418636.608141,-1.8864097666378061
TC-BPM1:POS.PX,1546418636.709145,-2.0899108681140586
TC-BPM1:POS.PX,1546418636.811153,-1.9130473944178723
TC-BPM1:POS.PX,1546418636.91306,-2.5031785683080336
TC-BPM1:POS.PX,1546418637.015032,-2.172559548384697
TC-BPM1:POS.PX,1546418637.117027,-1.9440538102682852
TC-BPM1:POS.PX,1546418637.218996,-2.16665209186101
TC-BPM1:POS.PX,1546418637.320987,-2.0024064415636005
TC-BPM1:POS.PX,1546418637.42295,-1.7863286468480157
TC-BPM1:POS.PX,1546418637.52494,-2.6999530163978043
TC-BPM1:POS.PX,1546418637.626904,-2.2510773387511263
TC-BPM1:POS.PX,1546418637.728909,-2.1065213132266956
TC-BPM1:POS.PX,1546418637.830873,-2.66879955338261
TC-BPM1:POS.PX,1546418637.932856,-2.2189534807698563
TC-BPM1:POS.PX,1546418638.034827,-2.3070366358712286
TC-BPM1:POS.PX,1546418638.136816,-1.6720326382116582
TC-BPM1:POS.PX,1546418638.238786,-2.4494854882825665
TC-BPM1:POS.PX,1546418638.340762,-2.214575551105364
TC-BPM1:POS.PX,1546418638.442779,-2.3369962629523036
TC-BPM1:POS.PX,1546418638.544743,-1.7257885467517096
TC-BPM1:POS.PX,1546418638.646754,-2.2342348453710392
TC-BPM1:POS.PX,1546418638.748752,-2.549308379433744
TC-BPM1:POS.PX,1546418638.850637,-2.3062915767540573
TC-BPM1:POS.PX,1546418638.952617,-1.7174169964887318
TC-BPM1:POS.PX,1546418639.05459,-2.004524262653998
TC-BPM1:POS.PX,1546418639.156577,-1.9362143304600679
TC-BPM1:POS.PX,1546418639.258566,-1.7602411990397009
TC-BPM1:POS.PX,1546418639.360531,-1.8108121613555537
TC-BPM1:POS.PX,1546418639.462524,-2.175597654663491
TC-BPM1:POS.PX,1546418639.56449,-2.253398151138375
TC-BPM1:POS.PX,1546418639.666472,-2.235611519260923
TC-BPM1:POS.PX,1546418639.768454,-2.0766802755459675
TC-BPM1:POS.PX,1546418639.870437,-2.269937320705287
TC-BPM1:POS.PX,1546418639.972434,-2.162312561609672
TC-BPM1:POS.PX,1546418640.074401,-1.7385510126596517
TC-BPM1:POS.PX,1546418640.176376,-1.46742028640004
TC-BPM1:POS.PX,1546418640.278357,-1.9794820427940603
TC-BPM1:POS.PX,1546418640.380357,-1.7634393847223806
TC-BPM1:POS.PX,1546418640.482313,-2.254990622940479
TC-BPM1:POS.PX,1546418640.584357,-1.9140379028101824
TC-BPM1:POS.PX,1546418640.686283,-2.222850670083355
TC-BPM1:POS.PX,1546418640.788268,-2.555782968333342
TC-BPM1:POS.PX,1546418640.890243,-2.062518866103853
TC-BPM1:POS.PX,1546418640.99219,-2.1702541421113737
TC-BPM1:POS.PX,1546418641.095211,-2.4028693752811865
TC-BPM1:POS.PX,1546418641.195138,-2.2061664159225067
TC-BPM1:POS.PX,1546418641.297116,-1.8277830189121178
TC-BPM1:POS.PX,1546418641.399103,-2.5370910645549514
TC-BPM1:POS.PX,1546418641.501086,-2.0575143132822427
TC-BPM1:POS.PX,1546418641.603107,-2.205411258135791
TC-BPM1:POS.PX,1546418641.705054,-1.7983408204890674
TC-BPM1:POS.PX,1546418641.806999,-2.1582430178839846
TC-BPM1:POS.PX,1546418641.908986,-1.6753402912390503
TC-BPM1:POS.PX,1546418642.010949,-1.9731267808358646
TC-BPM1:POS.PX,1546418642.112936,-1.7744791712796955
TC-BPM1:POS.PX,1546418642.214918,-2.1376369295877837
TC-BPM1:POS.PX,1546418642.316905,-2.365220700302967
TC-BPM1:POS.PX,1546418642.418871,-1.9952344160325053
TC-BPM1:POS.PX,1546418642.520858,-2.531431979220409
TC-BPM1:POS.PX,1546418642.622863,-1.9955679026346824
TC-BPM1:POS.PX,1546418642.724806,-1.9375888475682121
TC-BPM1:POS.PX,1546418642.826792,-2.13635759500125
TC-BPM1:POS.PX,1546418642.92877,-2.1989115132902937
TC-BPM1:POS.PX,1546418643.029736,-2.1507333842533614
TC-BPM1:POS.PX,1546418643.13071,-2.244374593101495
TC-BPM1:POS.PX,1546418643.231692,-1.976952194277938
TC-BPM1:POS.PX,1546418643.33269,-2.156062292108504
TC-BPM1:POS.PX,1546418643.433646,-2.463748040797006
TC-BPM1:POS.PX,1546418643.534652,-2.3474715195536193
TC-BPM1:POS.PX,1546418643.635627,-2.1350191590263496
TC-BPM1:POS.PX,1546418643.736595,-2.836255860861425
TC-BPM1:POS.PX,1546418643.837583,-1.8660610645051217
TC-BPM1:POS.PX,1546418643.938565,-2.4477455150284264
TC-BPM1:POS.PX,1546418644.039535,-2.0807003156267188
TC-BPM1:POS.PX,1546418644.140532,-1.9428440148672421
TC-BPM1:POS.PX,1546418644.241515,-2.002570475353755
TC-BPM1:POS.PX,1546418644.342479,-2.0736173417626
TC-BPM1:POS.PX,1546418644.443452,-1.84993530897723
TC-BPM1:POS.PX,1546418644.544585,-1.9448807570817233
TC-BPM1:POS.PX,1546418644.646434,-2.5953986096802795
TC-BPM1:POS.PX,1546418644.747427,-2.156043041516133
TC-BPM1:POS.PX,1546418644.848356,-2.711827264885762
TC-BPM1:POS.PX,1546418644.949324,-2.5849599376931764
TC-BPM1:POS.PX,1546418645.050296,-1.7168623327504184
TC-BPM1:POS.PX,1546418645.151286,-2.2649409122259856
TC-BPM1:POS.PX,1546418645.252266,-1.9361451210621528
TC-BPM1:POS.PX,1546418645.353243,-2.406399801735264
TC-BPM1:POS.PX,1546418645.454258,-2.196851043228282
TC-BPM1:POS.PX,1546418645.555195,-2.266987879347634
TC-BPM1:POS.PX,1546418645.656178,-1.638241133405416
TC-BPM1:POS.PX,1546418645.757153,-2.1247639389517614
TC-BPM1:POS.PX,1546418645.858146,-2.067327788941722
TC-BPM1:POS.PX,1546418645.959125,-2.143377943251645
TC-BPM1:POS.PX,1546418646.060081,-2.1458684469707445
TC-BPM1:POS.PX,1546418646.161082,-1.9822966263853978
TC-BPM1:POS.PX,1546418646.262051,-1.9665739252866878
TC-BPM1:POS.PX,1546418646.363055,-2.190365562800908
TC-BPM1:POS.PX,1546418646.464013,-1.825962801765572
TC-BPM1:POS.PX,1546418646.565041,-2.116451333673695
TC-BPM1:POS.PX,1546418646.66596,-2.2095360174361143
TC-BPM1:POS.PX,1546418646.766941,-2.123692542745552
TC-BPM1:POS.PX,1546418646.867961,-2.5481083444096884
TC-BPM1:POS.PX,1546418646.968888,-2.2852125288315785
TC-BPM1:POS.PX,1546418647.069892,-1.9438832139839848
TC-BPM1:POS.PX,1546418647.170866,-2.041164648810991
TC-BPM1:POS.PX,1546418647.271872,-2.335655751125814
TC-BPM1:POS.PX,1546418647.372842,-2.6459589760122584
TC-BPM1:POS.PX,1546418647.473797,-2.2293615998546255
TC-BPM1:POS.PX,1546418647.574779,-2.3714512594012738
TC-BPM1:POS.PX,1546418647.675764,-2.3616551836547917
TC-BPM1:POS.PX,1546418647.776731,-2.451682747627548
TC-BPM1:POS.PX,1546418647.877941,-2.354983980187774
TC-BPM1:POS.PX,1546418647.978704,-2.6841669032855497
TC-BPM1:POS.PX,1546418648.079697,-2.019030919305726
TC-BPM1:POS.PX,1546418648.180656,-2.380329425975366
TC-BPM1:POS.PX,1546418648.281626,-1.955707502300478
TC-BPM1:POS.PX,1546418648.382654,-2.027243616462971
TC-BPM1:POS.PX,1546418648.483605,-1.8858372152616496
TC-BPM1:POS.PX,1546418648.584592,-1.8486688624751282
TC-BPM1:POS.PX,1546418648.685565,-1.968805070452693
TC-BPM1:POS.PX,1546418648.786534,-2.4746405549847914
TC-BPM1:POS.PX,1546418648.887503,-2.3593175998106597
TC-BPM1:POS.PX,1546418648.98847,-2.7129389076810826
TC-BPM1:POS.PX,1546418649.08945,-2.025397157615103
TC-BPM1:POS.PX,1546418649.190423,-1.9308480930661018
TC-BPM1:POS.PX,1546418649.291395,-2.0151154557045516
TC-BPM1:POS.PX,1546418649.392393,-2.0822207823566736
TC-BPM1:POS.PX,1546418649.493376,-2.3670594024433127
TC-BPM1:POS.PX,1546418649.594353,-2.354381785837705
TC-BPM1:POS.PX,1546418649.69532,-2.2325252666229947
TC-BPM1:POS.PX,1546418649.796297,-2.2317307984361454
TC-BPM1:POS.PX,1546418649.897439,-2.128121037579384
TC-BPM1:POS.PX,1546418649.998259,-2.0022868312700086
TC-BPM1:POS.PX,1546418650.099248,-2.195664129470638
TC-BPM1:POS.PX,1546418650.20022,-2.0422974302870656
TC-BPM1:POS.PX,1546418650.301288,-2.209724130749332
TC-BPM1:POS.PX,1546418650.402208,-2.504241972753605
TC-BPM1:POS.PX,1546418650.503157,-2.509596453549342
TC-BPM1:POS.PX,1546418650.604142,-2.0014740076181545
TC-BPM1:POS.PX,1546418650.706109,-2.167186551254071
TC-BPM1:POS.PX,1546418650.808112,-2.00884551630048
TC-BPM1:POS.PX,1546418650.910073,-2.2450790619910532
TC-BPM1:POS.PX,1546418651.012031,-1.8184302473021434
TC-BPM1:POS.PX,1546418651.114029,-2.112470220801952
TC-BPM1:POS.PX,1546418651.215994,-2.6344672746140514
TC-BPM1:POS.PX,1546418651.317989,-2.119617673308629
TC-BPM1:POS.PX,1546418651.419958,-2.463752684216606
TC-BPM1:POS.PX,1546418651.521946,-2.318411502408465
TC-BPM1:POS.PX,1546418651.623913,-1.9965080326190556
TC-BPM1:POS.PX,1546418651.725911,-2.284691698839217
TC-BPM1:POS.PX,1546418651.827884,-1.7051903684900005
TC-BPM1:POS.PX,1546418651.929852,-2.5304036406458077
TC-BPM1:POS.PX,1546418652.031832,-2.333181743861339
TC-BPM1:POS.PX,1546418652.133811,-2.2480481767130036
TC-BPM1:POS.PX,1546418652.234845,-2.079807321126152
TC-BPM1:POS.PX,1546418652.336742,-2.081910854090672
TC-BPM1:POS.PX,1546418652.438726,-2.3700196018564723
TC-BPM1:POS.PX,1546418652.540711,-2.015288232236641
TC-BPM1:POS.PX,1546418652.642689,-2.04402507483634
TC-BPM1:POS.PX,1546418652.744663,-2.239864006229258
TC-BPM1:POS.PX,1546418652.846657,-2.1459140305848954
TC-BPM1:POS.PX,1546418652.948649,-2.0219157668992094
TC-BPM1:POS.PX,1546418653.050615,-2.426289613464936
TC-BPM1:POS.PX,1546418653.152593,-1.8673139168552042
TC-BPM1:POS.PX,1546418653.254604,-2.223197964080427
TC-BPM1:POS.PX,1546418653.356554,-1.9842678552473756
