time,R1I:VA:BAG1:Ai:Pr,
2019-1-6 1:39,7.60E-08,7.6
2019-1-6 1:39,7.80E-08,7.8
2019-1-6 1:40,7.70E-08,7.7
2019-1-6 1:40,7.60E-08,7.6
2019-1-6 1:40,7.50E-08,7.5
2019-1-6 1:40,7.70E-08,7.7
2019-1-6 1:40,7.60E-08,7.6
2019-1-6 1:41,7.50E-08,7.5
2019-1-6 1:41,7.60E-08,7.6
2019-1-6 1:41,7.50E-08,7.5
2019-1-6 1:42,7.40E-08,7.4
2019-1-6 1:42,7.60E-08,7.6
2019-1-6 1:42,7.50E-08,7.5
2019-1-6 1:42,7.40E-08,7.4
2019-1-6 1:43,7.50E-08,7.5
2019-1-6 1:43,7.40E-08,7.4
2019-1-6 1:43,7.30E-08,7.3
2019-1-6 1:44,7.40E-08,7.4
2019-1-6 1:44,7.20E-08,7.2
2019-1-6 1:44,7.50E-08,7.5
2019-1-6 1:44,7.20E-08,7.2
2019-1-6 1:45,7.30E-08,7.3
2019-1-6 1:45,7.20E-08,7.2
2019-1-6 1:46,7.50E-08,7.5
2019-1-6 1:46,7.90E-08,7.9
2019-1-6 1:46,8.00E-08,8
2019-1-6 1:46,8.20E-08,8.2
2019-1-6 1:46,8.50E-08,8.5
2019-1-6 1:46,8.60E-08,8.6
2019-1-6 1:47,9.00E-08,9
2019-1-6 1:47,9.40E-08,9.4
2019-1-6 1:47,9.50E-08,9.5
2019-1-6 1:47,9.70E-08,9.7
2019-1-6 1:47,9.90E-08,9.9
2019-1-6 1:47,1.00E-07,10
2019-1-6 1:48,1.10E-07,11
2019-1-6 1:49,1.20E-07,12
2019-1-6 1:50,1.10E-07,11
2019-1-6 1:51,1.20E-07,12
2019-1-6 1:51,1.10E-07,11
2019-1-6 2:00,1.00E-07,10
2019-1-6 2:02,1.10E-07,11
2019-1-6 2:02,1.00E-07,10
2019-1-6 2:10,9.90E-08,9.9
2019-1-6 2:10,9.80E-08,9.8
2019-1-6 2:10,1.00E-07,10
2019-1-6 2:10,9.90E-08,9.9
2019-1-6 2:11,9.80E-08,9.8
2019-1-6 2:11,9.70E-08,9.7
2019-1-6 2:11,9.80E-08,9.8
2019-1-6 2:11,9.90E-08,9.9
2019-1-6 2:11,9.70E-08,9.7
2019-1-6 2:12,9.80E-08,9.8
2019-1-6 2:12,9.70E-08,9.7
2019-1-6 2:12,9.60E-08,9.6
2019-1-6 2:12,9.80E-08,9.8
2019-1-6 2:13,9.60E-08,9.6
2019-1-6 2:13,9.80E-08,9.8
2019-1-6 2:13,9.60E-08,9.6
2019-1-6 2:13,9.50E-08,9.5
2019-1-6 2:14,9.60E-08,9.6
2019-1-6 2:14,9.50E-08,9.5
2019-1-6 2:14,9.60E-08,9.6
2019-1-6 2:15,9.40E-08,9.4
2019-1-6 2:15,9.50E-08,9.5
2019-1-6 2:15,9.40E-08,9.4
2019-1-6 2:15,9.60E-08,9.6
2019-1-6 2:15,9.50E-08,9.5
2019-1-6 2:16,9.40E-08,9.4
2019-1-6 2:16,9.30E-08,9.3
2019-1-6 2:16,9.20E-08,9.2
2019-1-6 2:17,9.30E-08,9.3
2019-1-6 2:17,9.20E-08,9.2
2019-1-6 2:17,9.10E-08,9.1
2019-1-6 2:17,9.20E-08,9.2
2019-1-6 2:18,9.10E-08,9.1
2019-1-6 2:18,9.20E-08,9.2
2019-1-6 2:18,9.10E-08,9.1
2019-1-6 2:19,8.90E-08,8.9
2019-1-6 2:19,9.00E-08,9
2019-1-6 2:19,8.90E-08,8.9
2019-1-6 2:19,9.00E-08,9
2019-1-6 2:20,8.90E-08,8.9
2019-1-6 2:20,8.80E-08,8.8
2019-1-6 2:20,8.90E-08,8.9
2019-1-6 2:21,8.80E-08,8.8
2019-1-6 2:21,8.70E-08,8.7
2019-1-6 2:21,8.80E-08,8.8
2019-1-6 2:21,8.90E-08,8.9
2019-1-6 2:21,8.80E-08,8.8
2019-1-6 2:22,8.90E-08,8.9
2019-1-6 2:22,8.80E-08,8.8
2019-1-6 2:22,8.70E-08,8.7
2019-1-6 2:23,8.60E-08,8.6
2019-1-6 2:23,8.80E-08,8.8
2019-1-6 2:23,8.60E-08,8.6
2019-1-6 2:23,8.70E-08,8.7
2019-1-6 2:23,8.50E-08,8.5
2019-1-6 2:24,8.40E-08,8.4
2019-1-6 2:24,8.50E-08,8.5
2019-1-6 2:24,8.60E-08,8.6
2019-1-6 2:25,8.50E-08,8.5
2019-1-6 2:25,8.70E-08,8.7
2019-1-6 2:25,8.50E-08,8.5
2019-1-6 2:25,8.30E-08,8.3
2019-1-6 2:25,8.50E-08,8.5
2019-1-6 2:26,8.40E-08,8.4
2019-1-6 2:26,8.30E-08,8.3
2019-1-6 2:26,8.20E-08,8.2
2019-1-6 2:27,8.30E-08,8.3
2019-1-6 2:27,8.20E-08,8.2
2019-1-6 2:27,8.10E-08,8.1
2019-1-6 2:28,8.20E-08,8.2
2019-1-6 2:28,8.10E-08,8.1
2019-1-6 2:28,8.20E-08,8.2
2019-1-6 2:28,8.10E-08,8.1
2019-1-6 2:28,8.20E-08,8.2
2019-1-6 2:29,8.10E-08,8.1
2019-1-6 2:29,8.00E-08,8
2019-1-6 2:29,7.90E-08,7.9
2019-1-6 2:30,8.00E-08,8
2019-1-6 2:30,7.90E-08,7.9
2019-1-6 2:31,7.80E-08,7.8
2019-1-6 2:31,7.90E-08,7.9
2019-1-6 2:31,7.80E-08,7.8
2019-1-6 2:31,7.90E-08,7.9
2019-1-6 2:32,7.80E-08,7.8
2019-1-6 2:33,7.90E-08,7.9
2019-1-6 2:33,7.80E-08,7.8
2019-1-6 2:33,7.70E-08,7.7
2019-1-6 2:34,7.80E-08,7.8
2019-1-6 2:34,7.70E-08,7.7
2019-1-6 2:34,7.60E-08,7.6
2019-1-6 2:34,7.70E-08,7.7
2019-1-6 2:34,7.60E-08,7.6
2019-1-6 2:34,7.70E-08,7.7
2019-1-6 2:35,7.50E-08,7.5
2019-1-6 2:35,7.60E-08,7.6
2019-1-6 2:35,7.70E-08,7.7
2019-1-6 2:35,7.50E-08,7.5
2019-1-6 2:36,7.60E-08,7.6
2019-1-6 2:37,7.50E-08,7.5
2019-1-6 2:37,7.40E-08,7.4
2019-1-6 2:37,7.50E-08,7.5
2019-1-6 2:38,7.60E-08,7.6
2019-1-6 2:38,7.30E-08,7.3
2019-1-6 2:38,7.40E-08,7.4
2019-1-6 2:38,7.50E-08,7.5
2019-1-6 2:38,7.30E-08,7.3
2019-1-6 2:39,7.40E-08,7.4
2019-1-6 2:39,7.30E-08,7.3
2019-1-6 2:39,7.40E-08,7.4
2019-1-6 2:39,7.30E-08,7.3
2019-1-6 2:39,7.40E-08,7.4
2019-1-6 2:40,7.30E-08,7.3
2019-1-6 2:40,7.20E-08,7.2
2019-1-6 2:40,7.40E-08,7.4
2019-1-6 2:40,7.60E-08,7.6
2019-1-6 2:40,7.70E-08,7.7
2019-1-6 2:40,7.80E-08,7.8
2019-1-6 2:41,8.20E-08,8.2
2019-1-6 2:41,8.40E-08,8.4
2019-1-6 2:41,8.60E-08,8.6
2019-1-6 2:41,9.00E-08,9
2019-1-6 2:41,9.20E-08,9.2
2019-1-6 2:41,9.50E-08,9.5
2019-1-6 2:42,9.60E-08,9.6
2019-1-6 2:42,9.90E-08,9.9
2019-1-6 2:42,1.00E-07,10
2019-1-6 2:43,1.10E-07,11
2019-1-6 2:43,1.20E-07,12
2019-1-6 2:45,1.10E-07,11
2019-1-6 2:54,1.00E-07,10
2019-1-6 2:55,1.10E-07,11
2019-1-6 2:55,1.00E-07,10
2019-1-6 3:04,9.90E-08,9.9
2019-1-6 3:05,9.80E-08,9.8
2019-1-6 3:05,1.00E-07,10
2019-1-6 3:05,9.70E-08,9.7
2019-1-6 3:06,9.80E-08,9.8
2019-1-6 3:06,9.70E-08,9.7
2019-1-6 3:06,9.60E-08,9.6
2019-1-6 3:06,9.70E-08,9.7
2019-1-6 3:07,9.60E-08,9.6
2019-1-6 3:07,9.80E-08,9.8
2019-1-6 3:07,9.70E-08,9.7
2019-1-6 3:07,9.50E-08,9.5
2019-1-6 3:08,9.60E-08,9.6
2019-1-6 3:08,9.80E-08,9.8
2019-1-6 3:08,9.70E-08,9.7
2019-1-6 3:08,9.50E-08,9.5
2019-1-6 3:09,9.60E-08,9.6
2019-1-6 3:09,9.50E-08,9.5
2019-1-6 3:09,9.60E-08,9.6
2019-1-6 3:09,9.40E-08,9.4
2019-1-6 3:09,9.50E-08,9.5
2019-1-6 3:10,9.40E-08,9.4
2019-1-6 3:10,9.30E-08,9.3
2019-1-6 3:11,9.20E-08,9.2
2019-1-6 3:12,9.30E-08,9.3
2019-1-6 3:12,9.40E-08,9.4
2019-1-6 3:12,9.20E-08,9.2
2019-1-6 3:13,9.10E-08,9.1
2019-1-6 3:13,9.00E-08,9
2019-1-6 3:13,9.10E-08,9.1
2019-1-6 3:13,9.20E-08,9.2
2019-1-6 3:13,9.10E-08,9.1
2019-1-6 3:14,9.00E-08,9
2019-1-6 3:14,9.10E-08,9.1
2019-1-6 3:14,8.90E-08,8.9
2019-1-6 3:15,9.10E-08,9.1
2019-1-6 3:15,8.80E-08,8.8
2019-1-6 3:15,8.90E-08,8.9
2019-1-6 3:15,8.70E-08,8.7
2019-1-6 3:16,8.80E-08,8.8
2019-1-6 3:16,8.70E-08,8.7
2019-1-6 3:17,8.80E-08,8.8
2019-1-6 3:17,8.70E-08,8.7
2019-1-6 3:17,8.60E-08,8.6
2019-1-6 3:17,8.70E-08,8.7
2019-1-6 3:18,8.60E-08,8.6
2019-1-6 3:18,8.70E-08,8.7
2019-1-6 3:18,8.60E-08,8.6
2019-1-6 3:19,8.50E-08,8.5
2019-1-6 3:19,8.40E-08,8.4
2019-1-6 3:20,8.50E-08,8.5
2019-1-6 3:20,8.60E-08,8.6
2019-1-6 3:20,8.40E-08,8.4
2019-1-6 3:20,8.30E-08,8.3
2019-1-6 3:21,8.40E-08,8.4
2019-1-6 3:21,8.20E-08,8.2
2019-1-6 3:21,8.30E-08,8.3
2019-1-6 3:21,8.40E-08,8.4
2019-1-6 3:21,8.20E-08,8.2
2019-1-6 3:22,8.30E-08,8.3
2019-1-6 3:22,8.50E-08,8.5
2019-1-6 3:22,8.40E-08,8.4
2019-1-6 3:22,8.20E-08,8.2
2019-1-6 3:23,8.30E-08,8.3
2019-1-6 3:23,8.10E-08,8.1
2019-1-6 3:23,8.20E-08,8.2
2019-1-6 3:23,8.30E-08,8.3
2019-1-6 3:24,8.10E-08,8.1
2019-1-6 3:25,8.00E-08,8
2019-1-6 3:25,8.10E-08,8.1
2019-1-6 3:25,8.00E-08,8
2019-1-6 3:25,8.10E-08,8.1
2019-1-6 3:25,8.00E-08,8
2019-1-6 3:26,7.90E-08,7.9
2019-1-6 3:26,8.00E-08,8
2019-1-6 3:26,8.20E-08,8.2
2019-1-6 3:26,7.90E-08,7.9
2019-1-6 3:27,8.00E-08,8
2019-1-6 3:27,7.90E-08,7.9
2019-1-6 3:27,8.00E-08,8
2019-1-6 3:27,7.90E-08,7.9
2019-1-6 3:28,8.00E-08,8
2019-1-6 3:28,7.90E-08,7.9
2019-1-6 3:28,7.80E-08,7.8
2019-1-6 3:29,7.90E-08,7.9
2019-1-6 3:29,7.80E-08,7.8
2019-1-6 3:29,7.70E-08,7.7
2019-1-6 3:30,7.90E-08,7.9
2019-1-6 3:30,7.70E-08,7.7
2019-1-6 3:30,7.60E-08,7.6
2019-1-6 3:31,7.70E-08,7.7
2019-1-6 3:31,7.60E-08,7.6
2019-1-6 3:32,7.70E-08,7.7
2019-1-6 3:32,7.50E-08,7.5
2019-1-6 3:32,7.60E-08,7.6
2019-1-6 3:32,8.00E-08,8
2019-1-6 3:33,8.20E-08,8.2
2019-1-6 3:33,8.30E-08,8.3
2019-1-6 3:33,8.70E-08,8.7
2019-1-6 3:33,8.80E-08,8.8
2019-1-6 3:33,9.20E-08,9.2
2019-1-6 3:33,9.40E-08,9.4
2019-1-6 3:34,9.60E-08,9.6
2019-1-6 3:34,9.70E-08,9.7
2019-1-6 3:34,1.00E-07,10
2019-1-6 3:35,1.10E-07,11
2019-1-6 3:35,1.20E-07,12
2019-1-6 3:37,1.10E-07,11
2019-1-6 3:44,1.00E-07,10
2019-1-6 3:44,1.10E-07,11
2019-1-6 3:45,1.00E-07,10
2019-1-6 3:45,1.10E-07,11
2019-1-6 3:45,1.00E-07,10
2019-1-6 3:53,9.90E-08,9.9
2019-1-6 3:53,1.00E-07,10
2019-1-6 3:54,9.90E-08,9.9
2019-1-6 3:54,1.00E-07,10
2019-1-6 3:54,9.90E-08,9.9
2019-1-6 3:55,9.80E-08,9.8
2019-1-6 3:56,9.70E-08,9.7
2019-1-6 3:56,9.80E-08,9.8
2019-1-6 3:56,9.70E-08,9.7
2019-1-6 3:56,9.60E-08,9.6
2019-1-6 3:56,9.70E-08,9.7
2019-1-6 3:57,9.80E-08,9.8
2019-1-6 3:57,9.60E-08,9.6
2019-1-6 3:57,9.70E-08,9.7
2019-1-6 3:58,9.60E-08,9.6
2019-1-6 3:58,9.50E-08,9.5
2019-1-6 3:58,9.70E-08,9.7
2019-1-6 3:58,9.50E-08,9.5
2019-1-6 3:59,9.70E-08,9.7
2019-1-6 3:59,9.50E-08,9.5
2019-1-6 3:59,9.40E-08,9.4
2019-1-6 3:59,9.50E-08,9.5
2019-1-6 4:00,9.40E-08,9.4
2019-1-6 4:00,9.30E-08,9.3
2019-1-6 4:00,9.40E-08,9.4
2019-1-6 4:00,9.30E-08,9.3
2019-1-6 4:01,9.40E-08,9.4
2019-1-6 4:01,9.30E-08,9.3
2019-1-6 4:01,9.20E-08,9.2
2019-1-6 4:01,9.40E-08,9.4
2019-1-6 4:01,9.30E-08,9.3
2019-1-6 4:02,9.20E-08,9.2
2019-1-6 4:02,9.10E-08,9.1
2019-1-6 4:02,9.20E-08,9.2
2019-1-6 4:03,9.10E-08,9.1
2019-1-6 4:03,9.20E-08,9.2
2019-1-6 4:04,9.10E-08,9.1
2019-1-6 4:04,9.20E-08,9.2
2019-1-6 4:04,9.00E-08,9
2019-1-6 4:04,8.90E-08,8.9
2019-1-6 4:04,9.00E-08,9
2019-1-6 4:05,8.90E-08,8.9
2019-1-6 4:05,9.10E-08,9.1
2019-1-6 4:05,8.80E-08,8.8
2019-1-6 4:05,8.90E-08,8.9
2019-1-6 4:06,8.80E-08,8.8
2019-1-6 4:06,8.90E-08,8.9
2019-1-6 4:06,8.80E-08,8.8
2019-1-6 4:07,8.70E-08,8.7
2019-1-6 4:07,8.80E-08,8.8
2019-1-6 4:08,8.70E-08,8.7
2019-1-6 4:08,8.60E-08,8.6
2019-1-6 4:08,8.70E-08,8.7
2019-1-6 4:09,8.60E-08,8.6
2019-1-6 4:09,8.50E-08,8.5
2019-1-6 4:10,8.40E-08,8.4
2019-1-6 4:10,8.30E-08,8.3
2019-1-6 4:10,8.40E-08,8.4
2019-1-6 4:11,8.60E-08,8.6
2019-1-6 4:11,8.40E-08,8.4
2019-1-6 4:11,8.50E-08,8.5
2019-1-6 4:11,8.30E-08,8.3
2019-1-6 4:12,8.20E-08,8.2
2019-1-6 4:12,8.30E-08,8.3
2019-1-6 4:12,8.40E-08,8.4
2019-1-6 4:13,8.30E-08,8.3
2019-1-6 4:13,8.20E-08,8.2
2019-1-6 4:13,8.30E-08,8.3
2019-1-6 4:13,8.10E-08,8.1
2019-1-6 4:14,8.30E-08,8.3
2019-1-6 4:14,8.10E-08,8.1
2019-1-6 4:14,8.00E-08,8
2019-1-6 4:15,8.10E-08,8.1
2019-1-6 4:15,8.20E-08,8.2
2019-1-6 4:15,8.10E-08,8.1
2019-1-6 4:16,8.00E-08,8
2019-1-6 4:16,8.10E-08,8.1
2019-1-6 4:16,7.90E-08,7.9
2019-1-6 4:16,8.10E-08,8.1
2019-1-6 4:16,8.00E-08,8
2019-1-6 4:17,7.90E-08,7.9
2019-1-6 4:17,8.00E-08,8
2019-1-6 4:17,7.90E-08,7.9
2019-1-6 4:18,8.00E-08,8
2019-1-6 4:18,7.90E-08,7.9
2019-1-6 4:19,7.80E-08,7.8
2019-1-6 4:19,7.70E-08,7.7
2019-1-6 4:19,7.80E-08,7.8
2019-1-6 4:19,7.90E-08,7.9
2019-1-6 4:20,7.80E-08,7.8
2019-1-6 4:20,7.70E-08,7.7
2019-1-6 4:20,7.80E-08,7.8
2019-1-6 4:20,7.70E-08,7.7
2019-1-6 4:20,7.60E-08,7.6
2019-1-6 4:21,7.80E-08,7.8
2019-1-6 4:21,7.60E-08,7.6
2019-1-6 4:23,7.50E-08,7.5
2019-1-6 4:23,7.60E-08,7.6
2019-1-6 4:23,7.50E-08,7.5
2019-1-6 4:24,7.40E-08,7.4
2019-1-6 4:24,7.50E-08,7.5
2019-1-6 4:25,7.40E-08,7.4
2019-1-6 4:25,7.50E-08,7.5
2019-1-6 4:25,7.40E-08,7.4
2019-1-6 4:26,7.20E-08,7.2
2019-1-6 4:26,7.30E-08,7.3
2019-1-6 4:27,7.20E-08,7.2
2019-1-6 4:27,7.30E-08,7.3
2019-1-6 4:28,7.20E-08,7.2
2019-1-6 4:28,7.50E-08,7.5
2019-1-6 4:28,7.30E-08,7.3
2019-1-6 4:28,7.20E-08,7.2
2019-1-6 4:28,7.50E-08,7.5
2019-1-6 4:28,7.60E-08,7.6
2019-1-6 4:29,7.80E-08,7.8
2019-1-6 4:29,8.20E-08,8.2
2019-1-6 4:29,8.60E-08,8.6
2019-1-6 4:29,8.90E-08,8.9
2019-1-6 4:29,9.10E-08,9.1
2019-1-6 4:29,9.40E-08,9.4
2019-1-6 4:30,9.60E-08,9.6
2019-1-6 4:30,9.70E-08,9.7
2019-1-6 4:30,1.00E-07,10
2019-1-6 4:31,1.10E-07,11
2019-1-6 4:31,1.20E-07,12
2019-1-6 4:32,1.10E-07,11
2019-1-6 4:40,1.00E-07,10
2019-1-6 4:40,1.10E-07,11
2019-1-6 4:40,1.00E-07,10
2019-1-6 4:41,1.10E-07,11
2019-1-6 4:41,1.00E-07,10
2019-1-6 4:41,1.10E-07,11
2019-1-6 4:41,1.00E-07,10
2019-1-6 4:50,9.90E-08,9.9
2019-1-6 4:50,1.00E-07,10
2019-1-6 4:50,9.90E-08,9.9
2019-1-6 4:51,9.80E-08,9.8
2019-1-6 4:52,9.90E-08,9.9
2019-1-6 4:52,9.80E-08,9.8
2019-1-6 4:52,9.70E-08,9.7
2019-1-6 4:53,9.60E-08,9.6
2019-1-6 4:53,9.70E-08,9.7
2019-1-6 4:53,9.60E-08,9.6
2019-1-6 4:54,9.70E-08,9.7
2019-1-6 4:54,9.50E-08,9.5
2019-1-6 4:54,9.60E-08,9.6
2019-1-6 4:54,9.50E-08,9.5
2019-1-6 4:54,9.70E-08,9.7
2019-1-6 4:55,9.60E-08,9.6
2019-1-6 4:55,9.40E-08,9.4
2019-1-6 4:55,9.50E-08,9.5
2019-1-6 4:55,9.40E-08,9.4
2019-1-6 4:55,9.30E-08,9.3
2019-1-6 4:56,9.50E-08,9.5
2019-1-6 4:56,9.30E-08,9.3
2019-1-6 4:57,9.20E-08,9.2
2019-1-6 4:57,9.40E-08,9.4
2019-1-6 4:57,9.30E-08,9.3
2019-1-6 4:57,9.40E-08,9.4
2019-1-6 4:57,9.30E-08,9.3
2019-1-6 4:57,9.20E-08,9.2
2019-1-6 4:58,9.10E-08,9.1
2019-1-6 4:58,9.20E-08,9.2
2019-1-6 4:58,9.30E-08,9.3
2019-1-6 4:58,9.10E-08,9.1
2019-1-6 4:59,9.30E-08,9.3
2019-1-6 4:59,9.00E-08,9
2019-1-6 4:59,9.10E-08,9.1
2019-1-6 4:59,9.00E-08,9
2019-1-6 4:59,9.10E-08,9.1
2019-1-6 5:00,9.00E-08,9
2019-1-6 5:00,9.10E-08,9.1
2019-1-6 5:00,9.00E-08,9
2019-1-6 5:00,8.90E-08,8.9
2019-1-6 5:01,9.00E-08,9
2019-1-6 5:01,8.90E-08,8.9
2019-1-6 5:01,9.00E-08,9
2019-1-6 5:01,8.80E-08,8.8
2019-1-6 5:01,8.90E-08,8.9
2019-1-6 5:02,8.80E-08,8.8
2019-1-6 5:02,8.90E-08,8.9
2019-1-6 5:02,8.80E-08,8.8
2019-1-6 5:03,8.70E-08,8.7
2019-1-6 5:03,8.80E-08,8.8
2019-1-6 5:03,8.70E-08,8.7
2019-1-6 5:03,8.60E-08,8.6
2019-1-6 5:04,8.70E-08,8.7
2019-1-6 5:04,8.60E-08,8.6
2019-1-6 5:04,8.50E-08,8.5
2019-1-6 5:04,8.60E-08,8.6
2019-1-6 5:05,8.70E-08,8.7
2019-1-6 5:05,8.60E-08,8.6
2019-1-6 5:05,8.50E-08,8.5
2019-1-6 5:06,8.40E-08,8.4
2019-1-6 5:06,8.50E-08,8.5
2019-1-6 5:06,8.30E-08,8.3
2019-1-6 5:06,8.40E-08,8.4
2019-1-6 5:07,8.30E-08,8.3
2019-1-6 5:07,8.40E-08,8.4
2019-1-6 5:07,8.30E-08,8.3
2019-1-6 5:07,8.40E-08,8.4
2019-1-6 5:07,8.30E-08,8.3
2019-1-6 5:08,8.40E-08,8.4
2019-1-6 5:08,8.30E-08,8.3
2019-1-6 5:08,8.20E-08,8.2
2019-1-6 5:08,8.30E-08,8.3
2019-1-6 5:09,8.20E-08,8.2
2019-1-6 5:09,8.10E-08,8.1
2019-1-6 5:09,8.30E-08,8.3
2019-1-6 5:09,8.10E-08,8.1
2019-1-6 5:10,8.20E-08,8.2
2019-1-6 5:10,8.10E-08,8.1
2019-1-6 5:10,8.20E-08,8.2
2019-1-6 5:10,8.10E-08,8.1
2019-1-6 5:10,8.20E-08,8.2
2019-1-6 5:11,8.10E-08,8.1
2019-1-6 5:11,8.00E-08,8
2019-1-6 5:11,8.10E-08,8.1
2019-1-6 5:11,8.00E-08,8
2019-1-6 5:12,7.90E-08,7.9
2019-1-6 5:13,8.00E-08,8
2019-1-6 5:13,8.10E-08,8.1
2019-1-6 5:13,7.90E-08,7.9
2019-1-6 5:13,8.00E-08,8
2019-1-6 5:13,7.80E-08,7.8
2019-1-6 5:13,7.90E-08,7.9
2019-1-6 5:14,7.80E-08,7.8
2019-1-6 5:15,7.90E-08,7.9
2019-1-6 5:15,7.80E-08,7.8
2019-1-6 5:15,7.70E-08,7.7
2019-1-6 5:15,7.80E-08,7.8
2019-1-6 5:16,7.90E-08,7.9
2019-1-6 5:16,7.80E-08,7.8
2019-1-6 5:16,7.60E-08,7.6
2019-1-6 5:17,7.70E-08,7.7
2019-1-6 5:17,7.60E-08,7.6
2019-1-6 5:17,7.50E-08,7.5
2019-1-6 5:17,7.60E-08,7.6
2019-1-6 5:17,7.50E-08,7.5
2019-1-6 5:18,7.60E-08,7.6
2019-1-6 5:18,7.50E-08,7.5
2019-1-6 5:18,7.60E-08,7.6
2019-1-6 5:18,7.50E-08,7.5
2019-1-6 5:20,7.60E-08,7.6
2019-1-6 5:20,7.40E-08,7.4
2019-1-6 5:20,7.50E-08,7.5
2019-1-6 5:20,7.40E-08,7.4
2019-1-6 5:21,7.30E-08,7.3
2019-1-6 5:21,7.50E-08,7.5
2019-1-6 5:21,7.40E-08,7.4
2019-1-6 5:22,7.30E-08,7.3
2019-1-6 5:22,7.20E-08,7.2
2019-1-6 5:23,7.30E-08,7.3
2019-1-6 5:23,7.20E-08,7.2
2019-1-6 5:23,7.10E-08,7.1
2019-1-6 5:23,7.30E-08,7.3
2019-1-6 5:24,7.20E-08,7.2
2019-1-6 5:24,7.30E-08,7.3
2019-1-6 5:24,7.20E-08,7.2
2019-1-6 5:24,7.10E-08,7.1
2019-1-6 5:25,7.50E-08,7.5
2019-1-6 5:25,7.30E-08,7.3
2019-1-6 5:25,7.60E-08,7.6
2019-1-6 5:25,7.90E-08,7.9
2019-1-6 5:25,8.20E-08,8.2
2019-1-6 5:26,8.30E-08,8.3
2019-1-6 5:26,8.70E-08,8.7
2019-1-6 5:26,8.90E-08,8.9
2019-1-6 5:26,9.30E-08,9.3
2019-1-6 5:26,9.40E-08,9.4
2019-1-6 5:26,9.60E-08,9.6
2019-1-6 5:27,1.00E-07,10
2019-1-6 5:27,1.10E-07,11
2019-1-6 5:28,1.20E-07,12
2019-1-6 5:28,1.10E-07,11
2019-1-6 5:29,1.20E-07,12
2019-1-6 5:29,1.10E-07,11
2019-1-6 5:35,1.00E-07,10
2019-1-6 5:35,1.10E-07,11
2019-1-6 5:36,1.00E-07,10
2019-1-6 5:37,1.10E-07,11
2019-1-6 5:37,1.00E-07,10
2019-1-6 5:46,9.90E-08,9.9
2019-1-6 5:46,9.80E-08,9.8
2019-1-6 5:46,1.00E-07,10
2019-1-6 5:46,9.80E-08,9.8
2019-1-6 5:47,9.90E-08,9.9
2019-1-6 5:47,1.00E-07,10
2019-1-6 5:47,9.90E-08,9.9
2019-1-6 5:47,9.70E-08,9.7
2019-1-6 5:48,9.80E-08,9.8
2019-1-6 5:48,9.70E-08,9.7
2019-1-6 5:48,9.80E-08,9.8
2019-1-6 5:48,9.60E-08,9.6
2019-1-6 5:49,9.70E-08,9.7
2019-1-6 5:49,9.60E-08,9.6
2019-1-6 5:49,9.70E-08,9.7
2019-1-6 5:49,9.50E-08,9.5
2019-1-6 5:49,9.60E-08,9.6
2019-1-6 5:50,9.50E-08,9.5
2019-1-6 5:50,9.60E-08,9.6
2019-1-6 5:51,9.40E-08,9.4
2019-1-6 5:51,9.50E-08,9.5
2019-1-6 5:51,9.40E-08,9.4
2019-1-6 5:51,9.50E-08,9.5
2019-1-6 5:51,9.60E-08,9.6
2019-1-6 5:52,9.50E-08,9.5
2019-1-6 5:52,9.30E-08,9.3
2019-1-6 5:52,9.20E-08,9.2
2019-1-6 5:53,9.40E-08,9.4
2019-1-6 5:53,9.30E-08,9.3
2019-1-6 5:53,9.20E-08,9.2
2019-1-6 5:54,9.10E-08,9.1
2019-1-6 5:54,9.20E-08,9.2
2019-1-6 5:54,9.10E-08,9.1
2019-1-6 5:55,8.90E-08,8.9
2019-1-6 5:55,9.10E-08,9.1
2019-1-6 5:56,9.00E-08,9
2019-1-6 5:56,9.10E-08,9.1
2019-1-6 5:56,8.90E-08,8.9
2019-1-6 5:56,8.80E-08,8.8
2019-1-6 5:57,9.00E-08,9
2019-1-6 5:57,8.90E-08,8.9
2019-1-6 5:57,9.00E-08,9
2019-1-6 5:57,8.70E-08,8.7
2019-1-6 5:57,8.90E-08,8.9
2019-1-6 5:58,8.80E-08,8.8
2019-1-6 5:58,8.90E-08,8.9
2019-1-6 5:58,8.80E-08,8.8
2019-1-6 5:58,8.70E-08,8.7
2019-1-6 5:59,8.60E-08,8.6
2019-1-6 5:59,8.70E-08,8.7
2019-1-6 5:59,8.60E-08,8.6
2019-1-6 5:59,8.50E-08,8.5
2019-1-6 6:00,8.60E-08,8.6
2019-1-6 6:00,8.50E-08,8.5
2019-1-6 6:00,8.70E-08,8.7
2019-1-6 6:00,8.50E-08,8.5
2019-1-6 6:01,8.40E-08,8.4
2019-1-6 6:01,8.60E-08,8.6
2019-1-6 6:01,8.50E-08,8.5
2019-1-6 6:01,8.40E-08,8.4
2019-1-6 6:02,8.50E-08,8.5
2019-1-6 6:02,8.40E-08,8.4
2019-1-6 6:03,8.20E-08,8.2
2019-1-6 6:03,8.30E-08,8.3
2019-1-6 6:03,8.20E-08,8.2
2019-1-6 6:03,8.40E-08,8.4
2019-1-6 6:04,8.30E-08,8.3
2019-1-6 6:04,8.20E-08,8.2
2019-1-6 6:04,8.10E-08,8.1
2019-1-6 6:05,8.20E-08,8.2
2019-1-6 6:05,8.10E-08,8.1
2019-1-6 6:05,8.00E-08,8
2019-1-6 6:05,8.10E-08,8.1
