time,R1I:VA:BAG1:Ai:Pr,
2019-1-5 9:17,1.20E-07,12
2019-1-5 9:18,1.30E-07,13
2019-1-5 9:18,1.20E-07,12
2019-1-5 9:18,1.30E-07,13
2019-1-5 9:18,1.40E-07,14
2019-1-5 9:19,1.50E-07,15
2019-1-5 9:20,1.60E-07,16
2019-1-5 9:21,1.50E-07,15
2019-1-5 9:21,1.60E-07,16
2019-1-5 9:22,1.50E-07,15
2019-1-5 9:22,1.60E-07,16
2019-1-5 9:23,1.50E-07,15
2019-1-5 9:30,1.40E-07,14
2019-1-5 9:30,1.50E-07,15
2019-1-5 9:31,1.40E-07,14
2019-1-5 9:37,1.30E-07,13
2019-1-5 9:37,1.40E-07,14
2019-1-5 9:37,1.30E-07,13
2019-1-5 9:44,1.20E-07,12
2019-1-5 9:45,1.30E-07,13
2019-1-5 9:45,1.20E-07,12
2019-1-5 9:45,1.30E-07,13
2019-1-5 9:45,1.20E-07,12
2019-1-5 9:51,1.10E-07,11
2019-1-5 9:51,1.20E-07,12
2019-1-5 9:52,1.10E-07,11
2019-1-5 9:52,1.20E-07,12
2019-1-5 9:53,1.10E-07,11
2019-1-5 10:01,1.00E-07,10
2019-1-5 10:10,9.90E-08,9.9
2019-1-5 10:11,9.80E-08,9.8
2019-1-5 10:11,9.90E-08,9.9
2019-1-5 10:11,9.80E-08,9.8
2019-1-5 10:11,1.00E-07,10
2019-1-5 10:12,1.10E-07,11
2019-1-5 10:13,1.20E-07,12
2019-1-5 10:13,1.30E-07,13
2019-1-5 10:14,1.40E-07,14
2019-1-5 10:15,1.50E-07,15
2019-1-5 10:20,1.40E-07,14
2019-1-5 10:21,1.50E-07,15
2019-1-5 10:21,1.40E-07,14
2019-1-5 10:22,1.50E-07,15
2019-1-5 10:22,1.40E-07,14
2019-1-5 10:22,1.50E-07,15
2019-1-5 10:22,1.40E-07,14
2019-1-5 10:29,1.30E-07,13
2019-1-5 10:36,1.20E-07,12
2019-1-5 10:43,1.10E-07,11
2019-1-5 10:44,1.20E-07,12
2019-1-5 10:44,1.10E-07,11
2019-1-5 10:44,1.20E-07,12
2019-1-5 10:44,1.10E-07,11
2019-1-5 10:52,1.00E-07,10
2019-1-5 10:52,1.10E-07,11
2019-1-5 10:52,1.00E-07,10
2019-1-5 10:53,1.10E-07,11
2019-1-5 10:53,1.00E-07,10
2019-1-5 11:01,9.90E-08,9.9
2019-1-5 11:01,1.00E-07,10
2019-1-5 11:02,9.90E-08,9.9
2019-1-5 11:02,1.00E-07,10
2019-1-5 11:02,9.90E-08,9.9
2019-1-5 11:03,9.80E-08,9.8
2019-1-5 11:03,9.70E-08,9.7
2019-1-5 11:03,9.90E-08,9.9
2019-1-5 11:03,9.70E-08,9.7
2019-1-5 11:04,9.60E-08,9.6
2019-1-5 11:04,9.70E-08,9.7
2019-1-5 11:04,9.60E-08,9.6
2019-1-5 11:05,9.80E-08,9.8
2019-1-5 11:05,9.70E-08,9.7
2019-1-5 11:05,9.60E-08,9.6
2019-1-5 11:05,9.80E-08,9.8
2019-1-5 11:05,9.70E-08,9.7
2019-1-5 11:06,9.50E-08,9.5
2019-1-5 11:06,9.70E-08,9.7
2019-1-5 11:06,9.80E-08,9.8
2019-1-5 11:07,1.00E-07,10
2019-1-5 11:07,1.10E-07,11
2019-1-5 11:08,1.20E-07,12
2019-1-5 11:08,1.30E-07,13
2019-1-5 11:09,1.40E-07,14
2019-1-5 11:10,1.50E-07,15
2019-1-5 11:14,1.40E-07,14
2019-1-5 11:14,1.50E-07,15
2019-1-5 11:14,1.40E-07,14
2019-1-5 11:14,1.50E-07,15
2019-1-5 11:15,1.40E-07,14
2019-1-5 11:15,1.50E-07,15
2019-1-5 11:15,1.40E-07,14
2019-1-5 11:15,1.50E-07,15
2019-1-5 11:15,1.40E-07,14
2019-1-5 11:23,1.30E-07,13
2019-1-5 11:23,1.40E-07,14
2019-1-5 11:24,1.30E-07,13
2019-1-5 11:31,1.20E-07,12
2019-1-5 11:31,1.30E-07,13
2019-1-5 11:31,1.20E-07,12
2019-1-5 11:31,1.30E-07,13
2019-1-5 11:31,1.20E-07,12
2019-1-5 11:37,1.10E-07,11
2019-1-5 11:37,1.20E-07,12
2019-1-5 11:39,1.10E-07,11
2019-1-5 11:40,1.20E-07,12
2019-1-5 11:40,1.10E-07,11
2019-1-5 11:46,1.00E-07,10
2019-1-5 11:47,1.10E-07,11
2019-1-5 11:47,1.00E-07,10
2019-1-5 11:47,1.10E-07,11
2019-1-5 11:47,1.00E-07,10
2019-1-5 11:56,9.90E-08,9.9
2019-1-5 11:57,1.00E-07,10
2019-1-5 11:57,9.80E-08,9.8
2019-1-5 11:57,9.90E-08,9.9
2019-1-5 11:58,9.80E-08,9.8
2019-1-5 11:58,1.00E-07,10
2019-1-5 11:58,9.70E-08,9.7
2019-1-5 11:58,9.80E-08,9.8
2019-1-5 11:59,9.70E-08,9.7
2019-1-5 11:59,9.80E-08,9.8
2019-1-5 11:59,9.70E-08,9.7
2019-1-5 11:59,9.60E-08,9.6
2019-1-5 12:00,9.50E-08,9.5
2019-1-5 12:00,9.60E-08,9.6
2019-1-5 12:00,9.70E-08,9.7
2019-1-5 12:00,9.60E-08,9.6
2019-1-5 12:01,9.50E-08,9.5
2019-1-5 12:01,9.40E-08,9.4
2019-1-5 12:01,9.50E-08,9.5
2019-1-5 12:01,9.70E-08,9.7
2019-1-5 12:01,9.90E-08,9.9
2019-1-5 12:02,1.00E-07,10
2019-1-5 12:02,1.10E-07,11
2019-1-5 12:03,1.20E-07,12
2019-1-5 12:03,1.30E-07,13
2019-1-5 12:04,1.40E-07,14
2019-1-5 12:04,1.50E-07,15
2019-1-5 12:06,1.40E-07,14
2019-1-5 12:15,1.30E-07,13
2019-1-5 12:15,1.40E-07,14
2019-1-5 12:16,1.30E-07,13
2019-1-5 12:24,1.20E-07,12
2019-1-5 12:32,1.10E-07,11
2019-1-5 12:32,1.20E-07,12
2019-1-5 12:32,1.10E-07,11
2019-1-5 12:32,1.20E-07,12
2019-1-5 12:32,1.10E-07,11
2019-1-5 12:33,1.20E-07,12
2019-1-5 12:33,1.10E-07,11
2019-1-5 12:40,1.00E-07,10
2019-1-5 12:40,1.10E-07,11
2019-1-5 12:40,1.00E-07,10
2019-1-5 12:41,1.10E-07,11
2019-1-5 12:41,1.00E-07,10
2019-1-5 12:48,9.90E-08,9.9
2019-1-5 12:48,1.00E-07,10
2019-1-5 12:49,9.90E-08,9.9
2019-1-5 12:49,1.00E-07,10
2019-1-5 12:49,9.90E-08,9.9
2019-1-5 12:50,9.80E-08,9.8
2019-1-5 12:50,9.90E-08,9.9
2019-1-5 12:51,9.80E-08,9.8
2019-1-5 12:51,9.60E-08,9.6
2019-1-5 12:51,9.50E-08,9.5
2019-1-5 12:52,9.60E-08,9.6
2019-1-5 12:52,9.80E-08,9.8
2019-1-5 12:52,9.60E-08,9.6
2019-1-5 12:53,9.40E-08,9.4
2019-1-5 12:53,9.60E-08,9.6
2019-1-5 12:53,9.40E-08,9.4
2019-1-5 12:53,9.50E-08,9.5
2019-1-5 12:53,9.40E-08,9.4
2019-1-5 12:53,9.50E-08,9.5
2019-1-5 12:54,9.40E-08,9.4
2019-1-5 12:54,9.60E-08,9.6
2019-1-5 12:54,9.50E-08,9.5
2019-1-5 12:54,9.40E-08,9.4
2019-1-5 12:55,9.30E-08,9.3
2019-1-5 12:55,9.60E-08,9.6
2019-1-5 12:55,9.90E-08,9.9
2019-1-5 12:55,1.00E-07,10
2019-1-5 12:56,1.10E-07,11
2019-1-5 12:56,1.20E-07,12
2019-1-5 12:57,1.30E-07,13
2019-1-5 12:57,1.40E-07,14
2019-1-5 12:58,1.50E-07,15
2019-1-5 12:59,1.40E-07,14
2019-1-5 12:59,1.50E-07,15
2019-1-5 12:59,1.40E-07,14
2019-1-5 13:04,1.30E-07,13
2019-1-5 13:04,1.40E-07,14
2019-1-5 13:05,1.30E-07,13
2019-1-5 13:14,1.20E-07,12
2019-1-5 13:21,1.10E-07,11
2019-1-5 13:21,1.20E-07,12
2019-1-5 13:21,1.10E-07,11
2019-1-5 13:29,1.00E-07,10
2019-1-5 13:39,9.90E-08,9.9
2019-1-5 13:39,1.00E-07,10
2019-1-5 13:39,9.80E-08,9.8
2019-1-5 13:39,9.90E-08,9.9
2019-1-5 13:40,1.00E-07,10
2019-1-5 13:40,9.80E-08,9.8
2019-1-5 13:40,9.90E-08,9.9
2019-1-5 13:40,9.80E-08,9.8
2019-1-5 13:41,9.90E-08,9.9
2019-1-5 13:41,9.80E-08,9.8
2019-1-5 13:41,9.60E-08,9.6
2019-1-5 13:42,9.70E-08,9.7
2019-1-5 13:42,9.60E-08,9.6
2019-1-5 13:42,9.80E-08,9.8
2019-1-5 13:42,9.60E-08,9.6
2019-1-5 13:43,9.50E-08,9.5
2019-1-5 13:43,9.60E-08,9.6
2019-1-5 13:43,9.50E-08,9.5
2019-1-5 13:44,9.60E-08,9.6
2019-1-5 13:44,9.50E-08,9.5
2019-1-5 13:44,9.40E-08,9.4
2019-1-5 13:45,9.30E-08,9.3
2019-1-5 13:45,9.40E-08,9.4
2019-1-5 13:45,9.20E-08,9.2
2019-1-5 13:46,9.30E-08,9.3
2019-1-5 13:46,9.20E-08,9.2
2019-1-5 13:46,9.10E-08,9.1
2019-1-5 13:46,9.20E-08,9.2
2019-1-5 13:47,9.10E-08,9.1
2019-1-5 13:47,9.30E-08,9.3
2019-1-5 13:47,9.20E-08,9.2
2019-1-5 13:47,9.10E-08,9.1
2019-1-5 13:48,9.00E-08,9
2019-1-5 13:48,8.90E-08,8.9
2019-1-5 13:48,9.10E-08,9.1
2019-1-5 13:49,8.90E-08,8.9
2019-1-5 13:49,8.80E-08,8.8
2019-1-5 13:49,9.00E-08,9
2019-1-5 13:50,8.80E-08,8.8
2019-1-5 13:50,9.10E-08,9.1
2019-1-5 13:50,9.40E-08,9.4
2019-1-5 13:50,9.80E-08,9.8
2019-1-5 13:50,1.00E-07,10
2019-1-5 13:51,1.10E-07,11
2019-1-5 13:51,1.20E-07,12
2019-1-5 13:52,1.30E-07,13
2019-1-5 13:52,1.40E-07,14
2019-1-5 13:53,1.50E-07,15
2019-1-5 13:53,1.40E-07,14
2019-1-5 13:53,1.50E-07,15
2019-1-5 13:54,1.40E-07,14
2019-1-5 13:58,1.30E-07,13
2019-1-5 14:00,1.40E-07,14
2019-1-5 14:00,1.30E-07,13
2019-1-5 14:07,1.20E-07,12
2019-1-5 14:14,1.10E-07,11
2019-1-5 14:14,1.20E-07,12
2019-1-5 14:15,1.10E-07,11
2019-1-5 14:15,1.20E-07,12
2019-1-5 14:15,1.10E-07,11
2019-1-5 14:22,1.00E-07,10
2019-1-5 14:23,1.10E-07,11
2019-1-5 14:23,1.00E-07,10
2019-1-5 14:23,1.10E-07,11
2019-1-5 14:24,1.00E-07,10
2019-1-5 14:31,9.90E-08,9.9
2019-1-5 14:31,1.00E-07,10
2019-1-5 14:31,9.90E-08,9.9
2019-1-5 14:32,9.80E-08,9.8
2019-1-5 14:32,9.90E-08,9.9
2019-1-5 14:32,9.80E-08,9.8
2019-1-5 14:33,9.70E-08,9.7
2019-1-5 14:33,9.80E-08,9.8
2019-1-5 14:33,9.70E-08,9.7
2019-1-5 14:33,9.80E-08,9.8
2019-1-5 14:33,9.60E-08,9.6
2019-1-5 14:33,9.90E-08,9.9
2019-1-5 14:34,9.80E-08,9.8
2019-1-5 14:34,9.70E-08,9.7
2019-1-5 14:34,9.60E-08,9.6
2019-1-5 14:34,9.40E-08,9.4
2019-1-5 14:35,9.60E-08,9.6
2019-1-5 14:35,9.50E-08,9.5
2019-1-5 14:35,9.60E-08,9.6
2019-1-5 14:35,9.50E-08,9.5
2019-1-5 14:36,9.40E-08,9.4
2019-1-5 14:36,9.50E-08,9.5
2019-1-5 14:36,9.40E-08,9.4
2019-1-5 14:37,9.50E-08,9.5
2019-1-5 14:37,9.40E-08,9.4
2019-1-5 14:37,9.30E-08,9.3
2019-1-5 14:38,9.20E-08,9.2
2019-1-5 14:38,9.30E-08,9.3
2019-1-5 14:38,9.10E-08,9.1
2019-1-5 14:38,9.20E-08,9.2
2019-1-5 14:38,9.10E-08,9.1
2019-1-5 14:39,9.20E-08,9.2
2019-1-5 14:39,9.30E-08,9.3
2019-1-5 14:39,9.20E-08,9.2
2019-1-5 14:39,9.10E-08,9.1
2019-1-5 14:40,9.00E-08,9
2019-1-5 14:40,9.10E-08,9.1
2019-1-5 14:40,9.00E-08,9
2019-1-5 14:41,8.90E-08,8.9
2019-1-5 14:41,9.10E-08,9.1
2019-1-5 14:41,8.80E-08,8.8
2019-1-5 14:42,8.90E-08,8.9
2019-1-5 14:42,8.80E-08,8.8
2019-1-5 14:42,8.90E-08,8.9
2019-1-5 14:42,8.80E-08,8.8
2019-1-5 14:42,9.00E-08,9
2019-1-5 14:42,8.90E-08,8.9
2019-1-5 14:43,8.80E-08,8.8
2019-1-5 14:43,8.70E-08,8.7
2019-1-5 14:43,8.90E-08,8.9
2019-1-5 14:43,8.70E-08,8.7
2019-1-5 14:43,8.90E-08,8.9
2019-1-5 14:44,9.30E-08,9.3
2019-1-5 14:44,9.60E-08,9.6
2019-1-5 14:44,1.00E-07,10
2019-1-5 14:44,1.10E-07,11
2019-1-5 14:45,1.20E-07,12
2019-1-5 14:45,1.30E-07,13
2019-1-5 14:46,1.40E-07,14
2019-1-5 14:49,1.30E-07,13
2019-1-5 14:49,1.40E-07,14
2019-1-5 14:49,1.30E-07,13
2019-1-5 14:50,1.40E-07,14
2019-1-5 14:50,1.30E-07,13
2019-1-5 14:57,1.20E-07,12
2019-1-5 14:57,1.30E-07,13
2019-1-5 14:57,1.20E-07,12
2019-1-5 15:04,1.10E-07,11
2019-1-5 15:05,1.20E-07,12
2019-1-5 15:05,1.10E-07,11
2019-1-5 15:06,1.20E-07,12
2019-1-5 15:06,1.10E-07,11
2019-1-5 15:13,1.00E-07,10
2019-1-5 15:13,1.10E-07,11
2019-1-5 15:13,1.00E-07,10
2019-1-5 15:14,1.10E-07,11
2019-1-5 15:14,1.00E-07,10
2019-1-5 15:15,1.10E-07,11
2019-1-5 15:15,1.00E-07,10
2019-1-5 15:23,9.90E-08,9.9
2019-1-5 15:23,9.80E-08,9.8
2019-1-5 15:23,9.90E-08,9.9
2019-1-5 15:24,9.80E-08,9.8
2019-1-5 15:24,9.70E-08,9.7
2019-1-5 15:25,9.80E-08,9.8
2019-1-5 15:25,9.70E-08,9.7
2019-1-5 15:25,9.60E-08,9.6
2019-1-5 15:25,9.70E-08,9.7
2019-1-5 15:25,9.60E-08,9.6
2019-1-5 15:26,9.70E-08,9.7
2019-1-5 15:26,9.60E-08,9.6
2019-1-5 15:26,9.50E-08,9.5
2019-1-5 15:27,9.60E-08,9.6
2019-1-5 15:27,9.50E-08,9.5
2019-1-5 15:27,9.30E-08,9.3
2019-1-5 15:27,9.40E-08,9.4
2019-1-5 15:28,9.30E-08,9.3
2019-1-5 15:28,9.40E-08,9.4
2019-1-5 15:28,9.30E-08,9.3
2019-1-5 15:28,9.20E-08,9.2
2019-1-5 15:29,9.30E-08,9.3
2019-1-5 15:29,9.10E-08,9.1
2019-1-5 15:29,9.00E-08,9
2019-1-5 15:30,9.30E-08,9.3
2019-1-5 15:30,9.10E-08,9.1
2019-1-5 15:30,9.20E-08,9.2
2019-1-5 15:30,9.00E-08,9
2019-1-5 15:31,9.20E-08,9.2
2019-1-5 15:31,9.30E-08,9.3
2019-1-5 15:31,9.20E-08,9.2
2019-1-5 15:31,9.00E-08,9
2019-1-5 15:31,8.90E-08,8.9
2019-1-5 15:32,9.00E-08,9
2019-1-5 15:32,8.90E-08,8.9
2019-1-5 15:32,8.80E-08,8.8
2019-1-5 15:32,9.00E-08,9
2019-1-5 15:33,8.90E-08,8.9
2019-1-5 15:33,8.80E-08,8.8
2019-1-5 15:33,9.10E-08,9.1
2019-1-5 15:33,8.80E-08,8.8
2019-1-5 15:34,9.10E-08,9.1
2019-1-5 15:34,9.20E-08,9.2
2019-1-5 15:34,9.40E-08,9.4
2019-1-5 15:34,9.70E-08,9.7
2019-1-5 15:34,1.00E-07,10
2019-1-5 15:35,1.10E-07,11
2019-1-5 15:36,1.20E-07,12
2019-1-5 15:36,1.30E-07,13
2019-1-5 15:37,1.40E-07,14
2019-1-5 15:38,1.30E-07,13
2019-1-5 15:46,1.20E-07,12
2019-1-5 15:54,1.10E-07,11
2019-1-5 15:54,1.20E-07,12
2019-1-5 15:55,1.10E-07,11
2019-1-5 15:55,1.20E-07,12
2019-1-5 15:55,1.10E-07,11
2019-1-5 15:55,1.20E-07,12
2019-1-5 15:55,1.10E-07,11
2019-1-5 16:03,1.00E-07,10
2019-1-5 16:04,1.10E-07,11
2019-1-5 16:04,1.00E-07,10
2019-1-5 16:10,9.90E-08,9.9
2019-1-5 16:10,1.00E-07,10
2019-1-5 16:11,9.80E-08,9.8
2019-1-5 16:12,9.90E-08,9.9
2019-1-5 16:12,9.80E-08,9.8
2019-1-5 16:12,9.90E-08,9.9
2019-1-5 16:13,9.70E-08,9.7
2019-1-5 16:13,9.90E-08,9.9
2019-1-5 16:13,9.70E-08,9.7
2019-1-5 16:13,9.90E-08,9.9
2019-1-5 16:13,9.70E-08,9.7
2019-1-5 16:14,9.60E-08,9.6
2019-1-5 16:14,9.50E-08,9.5
2019-1-5 16:14,9.60E-08,9.6
2019-1-5 16:14,9.70E-08,9.7
2019-1-5 16:14,9.40E-08,9.4
2019-1-5 16:14,9.50E-08,9.5
2019-1-5 16:15,9.60E-08,9.6
2019-1-5 16:15,9.50E-08,9.5
2019-1-5 16:15,9.40E-08,9.4
2019-1-5 16:15,9.50E-08,9.5
2019-1-5 16:16,9.40E-08,9.4
2019-1-5 16:16,9.30E-08,9.3
2019-1-5 16:16,9.40E-08,9.4
2019-1-5 16:16,9.30E-08,9.3
2019-1-5 16:16,9.50E-08,9.5
2019-1-5 16:17,9.30E-08,9.3
2019-1-5 16:17,9.50E-08,9.5
2019-1-5 16:17,9.20E-08,9.2
2019-1-5 16:17,9.30E-08,9.3
2019-1-5 16:18,9.20E-08,9.2
2019-1-5 16:18,9.30E-08,9.3
2019-1-5 16:18,9.10E-08,9.1
2019-1-5 16:19,9.20E-08,9.2
2019-1-5 16:19,9.10E-08,9.1
2019-1-5 16:19,9.20E-08,9.2
2019-1-5 16:20,9.30E-08,9.3
2019-1-5 16:20,9.10E-08,9.1
2019-1-5 16:20,9.20E-08,9.2
2019-1-5 16:20,9.10E-08,9.1
2019-1-5 16:21,9.20E-08,9.2
2019-1-5 16:21,9.00E-08,9
2019-1-5 16:21,8.90E-08,8.9
2019-1-5 16:21,9.20E-08,9.2
2019-1-5 16:22,9.00E-08,9
2019-1-5 16:22,8.80E-08,8.8
2019-1-5 16:22,8.90E-08,8.9
2019-1-5 16:22,8.80E-08,8.8
2019-1-5 16:22,8.90E-08,8.9
2019-1-5 16:23,8.80E-08,8.8
2019-1-5 16:23,8.90E-08,8.9
2019-1-5 16:23,8.80E-08,8.8
2019-1-5 16:24,8.70E-08,8.7
2019-1-5 16:24,8.90E-08,8.9
2019-1-5 16:24,8.70E-08,8.7
2019-1-5 16:24,8.80E-08,8.8
2019-1-5 16:25,8.60E-08,8.6
2019-1-5 16:25,8.70E-08,8.7
2019-1-5 16:25,8.50E-08,8.5
2019-1-5 16:25,8.60E-08,8.6
2019-1-5 16:26,8.50E-08,8.5
2019-1-5 16:26,8.80E-08,8.8
2019-1-5 16:27,8.60E-08,8.6
2019-1-5 16:27,8.50E-08,8.5
2019-1-5 16:27,8.60E-08,8.6
2019-1-5 16:27,8.50E-08,8.5
2019-1-5 16:28,8.70E-08,8.7
2019-1-5 16:28,9.20E-08,9.2
2019-1-5 16:28,9.50E-08,9.5
2019-1-5 16:28,9.70E-08,9.7
2019-1-5 16:28,1.00E-07,10
2019-1-5 16:29,1.10E-07,11
2019-1-5 16:29,1.20E-07,12
2019-1-5 16:30,1.30E-07,13
2019-1-5 16:30,1.40E-07,14
2019-1-5 16:32,1.30E-07,13
2019-1-5 16:37,1.20E-07,12
2019-1-5 16:37,1.30E-07,13
2019-1-5 16:38,1.20E-07,12
2019-1-5 16:38,1.30E-07,13
2019-1-5 16:38,1.20E-07,12
2019-1-5 16:46,1.10E-07,11
2019-1-5 16:46,1.20E-07,12
2019-1-5 16:46,1.10E-07,11
2019-1-5 16:46,1.20E-07,12
2019-1-5 16:47,1.10E-07,11
2019-1-5 16:47,1.20E-07,12
2019-1-5 16:48,1.10E-07,11
2019-1-5 16:55,1.00E-07,10
2019-1-5 16:55,1.10E-07,11
2019-1-5 16:55,1.00E-07,10
2019-1-5 17:03,9.90E-08,9.9
2019-1-5 17:04,1.00E-07,10
2019-1-5 17:04,9.90E-08,9.9
2019-1-5 17:04,1.00E-07,10
2019-1-5 17:04,9.80E-08,9.8
2019-1-5 17:05,9.90E-08,9.9
2019-1-5 17:05,9.80E-08,9.8
2019-1-5 17:05,9.90E-08,9.9
2019-1-5 17:05,9.70E-08,9.7
2019-1-5 17:06,9.80E-08,9.8
2019-1-5 17:06,9.70E-08,9.7
2019-1-5 17:06,9.80E-08,9.8
2019-1-5 17:07,9.60E-08,9.6
2019-1-5 17:07,9.50E-08,9.5
2019-1-5 17:07,9.70E-08,9.7
2019-1-5 17:07,9.60E-08,9.6
2019-1-5 17:07,9.50E-08,9.5
2019-1-5 17:08,9.60E-08,9.6
2019-1-5 17:08,9.50E-08,9.5
2019-1-5 17:08,9.40E-08,9.4
2019-1-5 17:08,9.50E-08,9.5
2019-1-5 17:09,9.40E-08,9.4
2019-1-5 17:09,9.30E-08,9.3
2019-1-5 17:09,9.40E-08,9.4
2019-1-5 17:09,9.30E-08,9.3
2019-1-5 17:10,9.40E-08,9.4
2019-1-5 17:10,9.20E-08,9.2
2019-1-5 17:10,9.30E-08,9.3
2019-1-5 17:11,9.40E-08,9.4
2019-1-5 17:11,9.20E-08,9.2
2019-1-5 17:11,9.30E-08,9.3
2019-1-5 17:11,9.20E-08,9.2
2019-1-5 17:11,9.40E-08,9.4
2019-1-5 17:12,9.30E-08,9.3
2019-1-5 17:12,9.20E-08,9.2
2019-1-5 17:12,9.10E-08,9.1
2019-1-5 17:12,9.00E-08,9
2019-1-5 17:13,9.10E-08,9.1
2019-1-5 17:13,9.00E-08,9
2019-1-5 17:13,8.90E-08,8.9
2019-1-5 17:14,9.00E-08,9
2019-1-5 17:14,8.90E-08,8.9
2019-1-5 17:14,9.10E-08,9.1
2019-1-5 17:14,9.00E-08,9
2019-1-5 17:14,9.10E-08,9.1
2019-1-5 17:15,9.00E-08,9
2019-1-5 17:15,9.10E-08,9.1
2019-1-5 17:15,8.90E-08,8.9
2019-1-5 17:15,9.00E-08,9
2019-1-5 17:15,8.90E-08,8.9
2019-1-5 17:15,8.80E-08,8.8
2019-1-5 17:16,8.90E-08,8.9
2019-1-5 17:16,8.70E-08,8.7
2019-1-5 17:17,8.60E-08,8.6
2019-1-5 17:17,8.50E-08,8.5
2019-1-5 17:17,8.60E-08,8.6
2019-1-5 17:17,8.70E-08,8.7
2019-1-5 17:17,8.60E-08,8.6
2019-1-5 17:17,8.80E-08,8.8
2019-1-5 17:18,8.70E-08,8.7
2019-1-5 17:18,8.50E-08,8.5
2019-1-5 17:19,8.60E-08,8.6
2019-1-5 17:19,8.50E-08,8.5
2019-1-5 17:19,8.60E-08,8.6
2019-1-5 17:20,8.50E-08,8.5
2019-1-5 17:20,8.40E-08,8.4
2019-1-5 17:20,8.50E-08,8.5
2019-1-5 17:21,8.60E-08,8.6
2019-1-5 17:21,8.90E-08,8.9
2019-1-5 17:21,9.30E-08,9.3
2019-1-5 17:21,9.90E-08,9.9
2019-1-5 17:21,1.00E-07,10
2019-1-5 17:22,1.10E-07,11
2019-1-5 17:23,1.20E-07,12
2019-1-5 17:23,1.30E-07,13
2019-1-5 17:24,1.40E-07,14
2019-1-5 17:24,1.30E-07,13
2019-1-5 17:24,1.40E-07,14
2019-1-5 17:25,1.30E-07,13
2019-1-5 17:28,1.20E-07,12
2019-1-5 17:29,1.30E-07,13
2019-1-5 17:29,1.20E-07,12
2019-1-5 17:29,1.30E-07,13
2019-1-5 17:30,1.20E-07,12
2019-1-5 17:30,1.30E-07,13
2019-1-5 17:30,1.20E-07,12
2019-1-5 17:37,1.10E-07,11
2019-1-5 17:37,1.20E-07,12
2019-1-5 17:38,1.10E-07,11
2019-1-5 17:38,1.20E-07,12
2019-1-5 17:38,1.10E-07,11
2019-1-5 17:46,1.00E-07,10
2019-1-5 17:46,1.10E-07,11
2019-1-5 17:47,1.00E-07,10
2019-1-5 17:55,9.90E-08,9.9
2019-1-5 17:55,1.00E-07,10
2019-1-5 17:56,9.90E-08,9.9
2019-1-5 17:56,1.00E-07,10
2019-1-5 17:56,9.90E-08,9.9
2019-1-5 17:56,9.80E-08,9.8
2019-1-5 17:57,9.90E-08,9.9
2019-1-5 17:57,9.70E-08,9.7
2019-1-5 17:57,1.00E-07,10
2019-1-5 17:57,9.80E-08,9.8
2019-1-5 17:58,9.70E-08,9.7
2019-1-5 17:58,9.80E-08,9.8
2019-1-5 17:58,9.70E-08,9.7
2019-1-5 17:58,9.80E-08,9.8
2019-1-5 17:58,9.70E-08,9.7
2019-1-5 17:59,9.50E-08,9.5
2019-1-5 17:59,9.60E-08,9.6
2019-1-5 17:59,9.50E-08,9.5
2019-1-5 17:59,9.60E-08,9.6
2019-1-5 18:00,9.40E-08,9.4
2019-1-5 18:00,9.60E-08,9.6
2019-1-5 18:00,9.40E-08,9.4
2019-1-5 18:00,9.50E-08,9.5
2019-1-5 18:01,9.40E-08,9.4
2019-1-5 18:01,9.30E-08,9.3
2019-1-5 18:01,9.40E-08,9.4
2019-1-5 18:02,9.50E-08,9.5
2019-1-5 18:02,9.40E-08,9.4
2019-1-5 18:02,9.30E-08,9.3
2019-1-5 18:02,9.10E-08,9.1
2019-1-5 18:03,9.20E-08,9.2
2019-1-5 18:03,9.00E-08,9
2019-1-5 18:03,9.10E-08,9.1
2019-1-5 18:04,9.00E-08,9
2019-1-5 18:04,9.10E-08,9.1
2019-1-5 18:04,9.00E-08,9
2019-1-5 18:04,8.90E-08,8.9
2019-1-5 18:04,9.00E-08,9
2019-1-5 18:05,9.10E-08,9.1
2019-1-5 18:05,9.00E-08,9
2019-1-5 18:05,8.90E-08,8.9
2019-1-5 18:06,9.00E-08,9
2019-1-5 18:06,8.90E-08,8.9
2019-1-5 18:06,8.80E-08,8.8
2019-1-5 18:06,8.70E-08,8.7
2019-1-5 18:07,8.80E-08,8.8
2019-1-5 18:07,8.90E-08,8.9
2019-1-5 18:07,8.80E-08,8.8
2019-1-5 18:07,8.70E-08,8.7
2019-1-5 18:08,9.00E-08,9
2019-1-5 18:08,8.80E-08,8.8
2019-1-5 18:08,8.70E-08,8.7
2019-1-5 18:08,8.60E-08,8.6
2019-1-5 18:08,8.70E-08,8.7
2019-1-5 18:09,8.60E-08,8.6
2019-1-5 18:09,8.70E-08,8.7
2019-1-5 18:09,8.50E-08,8.5
2019-1-5 18:10,8.60E-08,8.6
2019-1-5 18:10,8.50E-08,8.5
2019-1-5 18:10,8.60E-08,8.6
2019-1-5 18:10,8.50E-08,8.5
2019-1-5 18:10,8.60E-08,8.6
2019-1-5 18:10,8.70E-08,8.7
2019-1-5 18:11,8.60E-08,8.6
2019-1-5 18:11,8.50E-08,8.5
2019-1-5 18:11,8.40E-08,8.4
2019-1-5 18:12,8.20E-08,8.2
2019-1-5 18:12,8.30E-08,8.3
2019-1-5 18:12,8.40E-08,8.4
2019-1-5 18:13,8.30E-08,8.3
2019-1-5 18:13,8.20E-08,8.2
